Sheet,Game,Question,Category,Question Type,Options,Correct Answer,Active,Intensity,Tone,Relationship Area,Tags,Notes,Memory Lane Mode,Avoid If,Game Suitability,AI Use Case,Repeat Group,Original Question Type
Questions,Normal Game,Who is more likely to cry during a film?,Films & TV,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,entertainment,
Questions,Normal Game,What do you think my favourite movie is?,Films & TV,Text Answer,,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,
Questions,Normal Game,What TV show could you rewatch forever?,Films & TV,Favourite,,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,
Questions,Normal Game,Who is more likely to fall asleep during a film?,Films & TV,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,entertainment,
Questions,Normal Game,What film character reminds you of me?,Films & TV,Text Answer,,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,
Questions,Normal Game,What is your guilty pleasure TV show?,Films & TV,Text Answer,,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,
Questions,Normal Game,Would you rather watch a horror film or a rom-com?,Films & TV,Preference,watch a horror film | a rom-com,,TRUE,2,playful,lifestyle,"entertainment, fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,entertainment,
Questions,Normal Game,Rank your top 3 comfort films.,Films & TV,Ranked / Top 3,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What age did you have your first kiss?,Childhood,Numeric,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What was your favourite childhood toy?,Childhood,Favourite,,,TRUE,3,playful,memories,"childhood, memories, fun, lifestyle",,,,"date-night, normal",deep-connection,memories,
Questions,Normal Game,What is your funniest childhood memory?,Childhood,Text Answer,,,TRUE,3,playful,memories,"childhood, memories, fun, lifestyle",,,,"date-night, normal",deep-connection,memories,
Questions,Normal Game,Who is more likely to have been cheekier as a child?,Childhood,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,competitive,memories,"childhood, memories, fun, lifestyle",,,,"date-night, normal",deep-connection,memories,
Questions,Normal Game,What did you want to be when you grew up?,Childhood,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What childhood habit do you think you still have?,Childhood,Text Answer,,,TRUE,3,playful,habits,"childhood, memories, personality, habits",,,,"date-night, normal",deep-connection,habits,
Questions,Normal Game,Would you rather relive primary school or teenage years?,Childhood,Preference,relive primary school | teenage years,,TRUE,3,playful,memories,"memories, fun, random, hypothetical, childhood",,,,"date-night, normal",deep-connection,memories,
Questions,Normal Game,What age did you first get drunk?,Childhood,Numeric,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Rank your top 3 childhood memories.,Childhood,Ranked / Top 3,,,TRUE,3,playful,memories,"childhood, memories, fun, lifestyle",,,,"date-night, normal",deep-connection,memories,
Questions,Normal Game,What is one childhood story I need to hear?,Childhood,Text Answer,,,TRUE,3,playful,memories,"childhood, memories, fun, lifestyle",,,,"date-night, normal",deep-connection,memories,
Questions,Normal Game,What do you think my dream holiday looks like?,Travel,Text Answer,,,TRUE,3,emotional,future,"emotional, deep, lifestyle, future, travel, confidence",,,,"date-night, normal",deep-connection,confidence-risk,
Questions,Normal Game,What is your favourite holiday we have had or could have?,Travel,Favourite,,,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,
Questions,Normal Game,Who is more likely to overpack?,Travel,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,Who is more likely to fall asleep first on a road trip?,Travel,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,future,"future, cars, travel, lifestyle",,,,"quick-fire, warm-up",escalation,future-plans,
Questions,Normal Game,Would you rather have a beach holiday or city break?,Travel,Preference,a beach holiday | city break,,TRUE,2,playful,future,"fun, random, hypothetical, lifestyle, future, travel",,,,"quick-fire, warm-up",funny-break,future-plans,
Questions,Normal Game,Rank your top 3 dream holiday destinations.,Travel,Ranked / Top 3,,,TRUE,3,emotional,future,"emotional, deep, lifestyle, future, travel",,,,"date-night, normal",deep-connection,future-plans,
Questions,Normal Game,What country do you most want to visit together?,Travel,Text Answer,,,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,future-plans,
Questions,Normal Game,What is your ideal hotel room like?,Travel,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Who is more likely to get lost abroad?,Travel,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,How many holidays would you like us to take each year?,Travel,Numeric,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Would you rather give up social media or alcohol?,Lifestyle,Preference,give up social media | alcohol,,TRUE,2,playful,lifestyle,"fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What is your favourite way to spend a lazy Sunday?,Lifestyle,Favourite,,,TRUE,2,playful,lifestyle,"money, lifestyle, fun, general",,,,"quick-fire, warm-up",funny-break,finance,
Questions,Normal Game,Who is more likely to stay in pyjamas all day?,Lifestyle,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,What habit do you think I should never change?,Lifestyle,Text Answer,,,TRUE,3,playful,habits,"personality, habits, fun, lifestyle",,,,"date-night, normal",deep-connection,habits,
Questions,Normal Game,What is one lifestyle change we should make together?,Lifestyle,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Would you rather go out every weekend or stay in every weekend?,Lifestyle,Preference,go out every weekend | stay in every weekend,,TRUE,2,playful,lifestyle,"fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,How many takeaways a month is acceptable?,Lifestyle,Numeric,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Rank your top 3 perfect weekend activities.,Lifestyle,Ranked / Top 3,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Who is more likely to start a new hobby then abandon it?,Lifestyle,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,entertainment,
Questions,Normal Game,What daily routine do you think suits me best?,Lifestyle,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What outfit do you think suits me best?,Fashion & Style,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What is your favourite outfit I wear?,Fashion & Style,Favourite,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Who is more likely to overdress?,Fashion & Style,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,Who is more likely to say they have nothing to wear?,Fashion & Style,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,What colour do you think suits me best?,Fashion & Style,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Would you rather dress smart or casual forever?,Fashion & Style,Preference,dress smart | casual forever,,TRUE,2,playful,lifestyle,"fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Rank your top 3 favourite outfits on me.,Fashion & Style,Ranked / Top 3,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What fashion choice of mine do you secretly like?,Fashion & Style,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,How many pairs of shoes is too many?,Fashion & Style,Numeric,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What would you pick for me to wear on a date night?,Fashion & Style,Text Answer,,,TRUE,3,romantic,romance,"romantic, memories, future, fun",,,,"date-night, normal",romantic-moment,memories,
Questions,Normal Game,What is your most embarrassing drunk moment?,Embarrassing Moments,Text Answer,,,TRUE,3,awkward,lifestyle,"awkward, embarrassing, fun, lifestyle",,,embarrassment-risk,"date-night, normal",deep-connection,lifestyle,
Questions,Normal Game,Who is more likely to embarrass themselves in public?,Embarrassing Moments,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,awkward,lifestyle,"awkward, embarrassing, fun, lifestyle",,,embarrassment-risk,"date-night, normal",deep-connection,lifestyle,
Questions,Normal Game,What is one embarrassing thing you still think about?,Embarrassing Moments,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Would you rather trip in public or send a text to the wrong person?,Embarrassing Moments,Preference,trip in public | send a text to the wrong person,,TRUE,2,playful,future,"fun, random, hypothetical, lifestyle, future, travel",,,,"quick-fire, warm-up",funny-break,future-plans,
Questions,Normal Game,What is your funniest awkward moment?,Embarrassing Moments,Text Answer,,,TRUE,3,awkward,lifestyle,"awkward, embarrassing, fun, lifestyle",,,embarrassment-risk,"date-night, normal",deep-connection,lifestyle,
Questions,Normal Game,Who is more likely to laugh at the wrong time?,Embarrassing Moments,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,Rank your top 3 most embarrassing memories.,Embarrassing Moments,Ranked / Top 3,,,TRUE,3,awkward,lifestyle,"awkward, embarrassing, fun, lifestyle",,,embarrassment-risk,"date-night, normal",deep-connection,lifestyle,
Questions,Normal Game,How many drinks before you become embarrassing?,Embarrassing Moments,Numeric,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What embarrassing habit do you think I have?,Embarrassing Moments,Text Answer,,,TRUE,3,playful,habits,"personality, habits, fun, lifestyle",,,,"date-night, normal",deep-connection,habits,
Questions,Normal Game,Who is more likely to overshare after drinking?,Embarrassing Moments,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,What is one thing you think I overthink?,Personality,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Who is more likely to overreact first?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,Who is more stubborn?,Personality,Multiple Choice,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What is my best personality trait?,Personality,Text Answer,,,TRUE,3,playful,habits,"personality, habits, fun, lifestyle",,,,"date-night, normal",deep-connection,habits,
Questions,Normal Game,What is your worst personality trait?,Personality,Text Answer,,,TRUE,4,savage,habits,"savage, personality, habits, fun",,,argument-risk,"spicy-night, final-round",spicy-escalation,habits,
Questions,Normal Game,Would you rather be too honest or too sensitive?,Personality,Preference,too honest | too sensitive,,TRUE,2,playful,lifestyle,"fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Rank your top 3 favourite things about my personality.,Personality,Ranked / Top 3,,,TRUE,3,playful,habits,"personality, habits, fun, lifestyle",,,,"date-night, normal",deep-connection,habits,
Questions,Normal Game,How many minutes do you need to calm down after an argument?,Personality,Numeric,,,TRUE,4,savage,lifestyle,"savage, fun, lifestyle, general",,,argument-risk,"spicy-night, final-round",spicy-escalation,lifestyle,
Questions,Normal Game,Who is more likely to apologise first?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,What is one thing I do that you find adorable?,Personality,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What do you think my ideal date night is?,Romance,Text Answer,,,TRUE,3,romantic,romance,"romantic, memories, future, fun",,,,"date-night, normal",romantic-moment,memories,
Questions,Normal Game,What is your favourite romantic memory of us?,Romance,Favourite,,,TRUE,3,romantic,romance,"romantic, memories, future, fun",,,,"date-night, normal",romantic-moment,memories,
Questions,Normal Game,Who is more likely to plan a surprise date?,Romance,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,Would you rather have a fancy date or a cosy night in?,Romance,Preference,a fancy date | a cosy night in,,TRUE,2,playful,lifestyle,"fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What is the most romantic thing I do?,Romance,Text Answer,,,TRUE,3,romantic,romance,"romantic, memories, future, fun",,,,"date-night, normal",romantic-moment,memories,
Questions,Normal Game,What romance habit should we do more often?,Romance,Text Answer,,,TRUE,3,playful,habits,"personality, habits, fun, lifestyle",,,,"date-night, normal",deep-connection,habits,
Questions,Normal Game,Rank your top 3 perfect date nights.,Romance,Ranked / Top 3,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,How many date nights should we have each month?,Romance,Numeric,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Who is more likely to say “I love you” first in the morning?,Romance,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,romantic,romance,"romantic, memories, future, fun",,,,"date-night, normal",romantic-moment,memories,
Questions,Normal Game,What small gesture makes you feel loved?,Romance,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What song always makes you think of me?,Music,Text Answer,,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,
Questions,Normal Game,What is your favourite song right now?,Music,Favourite,,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,
Questions,Normal Game,Who is more likely to start a karaoke session?,Music,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,Would you rather go to a concert or festival?,Music,Preference,go to a concert | festival,,TRUE,2,playful,lifestyle,"entertainment, fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,entertainment,
Questions,Normal Game,What song would be our relationship anthem?,Music,Text Answer,,,TRUE,3,romantic,romance,"entertainment, memories, fun, lifestyle, romantic, future",,,,"date-night, normal",romantic-moment,memories,
Questions,Normal Game,Rank your top 3 songs that remind you of us.,Music,Ranked / Top 3,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Who is more likely to sing the wrong lyrics confidently?,Music,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,How many concerts would you go to in a year?,Music,Numeric,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What artist do you think I secretly like?,Music,Text Answer,,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,
Questions,Normal Game,What song would you play on a road trip with me?,Music,Text Answer,,,TRUE,2,playful,future,"entertainment, fun, lifestyle, cars, future, travel",,,,"quick-fire, warm-up",funny-break,future-plans,
Questions,Normal Game,What is your go-to comfort food?,Food & Drink,Favourite,,,TRUE,2,playful,lifestyle,"food, drink, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,food-drink,
Questions,Normal Game,What meal do you think I love most?,Food & Drink,Text Answer,,,TRUE,3,romantic,romance,"memories, food, lifestyle, romantic, drink, future",,,,"date-night, normal",romantic-moment,memories,
Questions,Normal Game,Who is more likely to order too much food?,Food & Drink,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"food, drink, lifestyle, fun",,,,"quick-fire, warm-up",escalation,food-drink,
Questions,Normal Game,Would you rather give up chocolate or pizza?,Food & Drink,Preference,give up chocolate | pizza,,TRUE,2,playful,lifestyle,"fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What drink reminds you of a good night out?,Food & Drink,Text Answer,,,TRUE,2,playful,lifestyle,"food, drink, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,food-drink,
Questions,Normal Game,Rank your top 3 takeaway orders.,Food & Drink,Ranked / Top 3,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,How many takeaways is too many in one week?,Food & Drink,Numeric,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Who is more likely to steal food from the other’s plate?,Food & Drink,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"food, drink, lifestyle, fun",,,,"quick-fire, warm-up",escalation,food-drink,
Questions,Normal Game,What meal should we cook together?,Food & Drink,Text Answer,,,TRUE,2,playful,lifestyle,"food, drink, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,food-drink,
Questions,Normal Game,What is your favourite dessert?,Food & Drink,Favourite,,,TRUE,2,playful,lifestyle,"food, drink, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,food-drink,
Questions,Normal Game,What is your biggest pet peeve about me?,Pet Peeves,Pet Peeve,,,TRUE,3,playful,habits,"personality, habits, fun, lifestyle",,,,"date-night, normal",deep-connection,habits,
Questions,Normal Game,What small thing annoys you more than it should?,Pet Peeves,Pet Peeve,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Who is more likely to leave lights on?,Pet Peeves,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,Would you rather deal with loud chewing or slow walkers?,Pet Peeves,Preference,deal with loud chewing | slow walkers,,TRUE,2,playful,lifestyle,"fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What habit of mine secretly winds you up?,Pet Peeves,Pet Peeve,,,TRUE,3,playful,habits,"personality, habits, fun, lifestyle",,,,"date-night, normal",deep-connection,habits,
Questions,Normal Game,Rank your top 3 biggest pet peeves.,Pet Peeves,Ranked / Top 3,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,How many times can someone repeat themselves before it annoys you?,Pet Peeves,Numeric,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Who is more likely to forget where they put something?,Pet Peeves,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,What is one pet peeve you know is irrational?,Pet Peeves,Text Answer,,,TRUE,3,playful,habits,"personality, habits, fun, lifestyle",,,,"date-night, normal",deep-connection,habits,
Questions,Normal Game,What is the quickest way to annoy you?,Pet Peeves,Text Answer,,,TRUE,4,savage,habits,"savage, personality, habits, fun",,,argument-risk,"spicy-night, final-round",spicy-escalation,habits,
Questions,Normal Game,What celebrity would you want to have dinner with?,Celebrities,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Who is your celebrity crush?,Celebrities,Favourite,,,TRUE,3,romantic,romance,"romantic, memories, future, fun",,,,"date-night, normal",romantic-moment,memories,
Questions,Normal Game,Who is more likely to recognise a celebrity in public?,Celebrities,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,Would you rather meet your favourite actor or favourite singer?,Celebrities,Preference,meet your favourite actor | favourite singer,,TRUE,2,playful,lifestyle,"fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What celebrity couple reminds you of us?,Celebrities,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Rank your top 3 celebrity crushes.,Celebrities,Ranked / Top 3,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,How many celebrities could you name from one reality show?,Celebrities,Numeric,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Who is more likely to embarrass themselves meeting a celebrity?,Celebrities,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,awkward,lifestyle,"awkward, embarrassing, fun, lifestyle",,,embarrassment-risk,"date-night, normal",deep-connection,lifestyle,
Questions,Normal Game,What celebrity do you think I fancy?,Celebrities,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What celebrity would play you in a film?,Celebrities,Text Answer,,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,
Questions,Normal Game,What is your favorite memory of us?,Memories,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What is your favourite photo of us?,Memories,Favourite,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Who is more likely to remember exact dates?,Memories,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,Would you rather relive our funniest day or most romantic day?,Memories,Preference,relive our funniest day | most romantic day,,TRUE,3,romantic,romance,"memories, fun, random, hypothetical, romantic, future",,,,"date-night, normal",romantic-moment,memories,
Questions,Normal Game,What memory always makes you smile?,Memories,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Rank your top 3 memories of us.,Memories,Ranked / Top 3,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,How many years from now will we still laugh about today?,Memories,Numeric,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Who is more likely to get emotional over old photos?,Memories,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,What memory do you think I treasure most?,Memories,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What moment made you feel closest to me?,Memories,Text Answer,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Who is more likely to stay out too late?,Nightlife,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,What is your favourite night out memory?,Nightlife,Favourite,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Would you rather go clubbing or to a quiet bar?,Nightlife,Preference,go clubbing | a quiet bar,,TRUE,2,playful,lifestyle,"fun, random, hypothetical, lifestyle",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,What drink gets you in trouble?,Nightlife,Text Answer,,,TRUE,2,playful,lifestyle,"food, drink, lifestyle, fun",,,,"quick-fire, warm-up",funny-break,food-drink,
Questions,Normal Game,Rank your top 3 perfect night out plans.,Nightlife,Ranked / Top 3,,,TRUE,2,playful,future,"future, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,future-plans,
Questions,Normal Game,How many drinks before you start dancing?,Nightlife,Numeric,,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Who is more likely to make friends with strangers on a night out?,Nightlife,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"fun, lifestyle, general",,,,"quick-fire, warm-up",escalation,lifestyle,
Questions,Normal Game,What song gets you on the dance floor?,Nightlife,Text Answer,,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"quick-fire, warm-up",funny-break,entertainment,
Questions,Normal Game,What is your biggest night out regret?,Nightlife,Text Answer,,,TRUE,3,emotional,lifestyle,"emotional, deep, fun, lifestyle",,,emotional-risk,"date-night, normal",deep-connection,lifestyle,
Questions,Normal Game,Who is more likely to want food before going home?,Nightlife,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,competitive,lifestyle,"food, drink, lifestyle, fun",,,,"quick-fire, warm-up",escalation,food-drink,
Questions,Normal Game,What do you think our biggest relationship strength is?,Relationships,Text Answer,,,TRUE,3,romantic,romance,"romantic, memories, future, fun",,,,"date-night, normal",romantic-moment,memories,
