Sheet Name,Source Row,Kept Row,Question,Question Type,Category,Options,Removal Reason
True or False,1555,155,Kim has done something purely for the thrill and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1556,156,Jay enjoys teasing and creating tension and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1557,157,Kim would get jealous but try to hide it and secretly enjoyed it.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1558,158,Jay has imagined a different version of their life and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1559,159,Kim enjoys having control in situations and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1560,160,Jay would break routine for excitement and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1561,161,Kim has kept a secret they’ve never shared and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1562,162,Jay would secretly enjoy a bit of jealousy in a relationship but would play it off as nothing.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1563,163,Kim has been tempted by someone they shouldn't have been but would play it off as nothing.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1564,164,Jay would flirt just to test their confidence but would play it off as nothing.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1565,165,Kim has imagined a risky scenario with someone else but would play it off as nothing.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1566,166,Jay enjoys pushing boundaries in subtle ways but would play it off as nothing.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1567,167,Kim has kept something back to stay in control but would play it off as nothing.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1568,168,Jay would take a risk if the moment felt exciting but would play it off as nothing.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1569,169,Kim has replayed a moment wishing they acted differently but would play it off as nothing.,True or False,Memories,True | False,Exact duplicate question text in the same sheet.
True or False,1570,170,Jay enjoys being unpredictable in relationships but would play it off as nothing.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1571,171,Kim would test the other person without them knowing but would play it off as nothing.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1572,172,Jay has acted more confident than they felt but would play it off as nothing.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1573,173,Kim enjoys attention more than they admit but would play it off as nothing.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1574,174,Jay would struggle to admit being wrong but would play it off as nothing.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1575,175,Kim has done something purely for the thrill but would play it off as nothing.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1576,176,Jay enjoys teasing and creating tension but would play it off as nothing.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1577,177,Kim would get jealous but try to hide it but would play it off as nothing.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1578,178,Jay has imagined a different version of their life but would play it off as nothing.,True or False,Hypotheticals,True | False,Exact duplicate question text in the same sheet.
True or False,1579,179,Kim enjoys having control in situations but would play it off as nothing.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1580,180,Jay would break routine for excitement but would play it off as nothing.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1581,181,Kim has kept a secret they’ve never shared but would play it off as nothing.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1582,182,Jay would secretly enjoy a bit of jealousy in a relationship even if it crossed a line slightly.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1583,183,Kim has been tempted by someone they shouldn't have been even if it crossed a line slightly.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1584,184,Jay would flirt just to test their confidence even if it crossed a line slightly.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1585,185,Kim has imagined a risky scenario with someone else even if it crossed a line slightly.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1586,186,Jay enjoys pushing boundaries in subtle ways even if it crossed a line slightly.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1587,187,Kim has kept something back to stay in control even if it crossed a line slightly.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1588,188,Jay would take a risk if the moment felt exciting even if it crossed a line slightly.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1589,189,Kim has replayed a moment wishing they acted differently even if it crossed a line slightly.,True or False,Memories,True | False,Exact duplicate question text in the same sheet.
True or False,1590,190,Jay enjoys being unpredictable in relationships even if it crossed a line slightly.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1591,191,Kim would test the other person without them knowing even if it crossed a line slightly.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1592,192,Jay has acted more confident than they felt even if it crossed a line slightly.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1593,193,Kim enjoys attention more than they admit even if it crossed a line slightly.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1594,194,Jay would struggle to admit being wrong even if it crossed a line slightly.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1595,195,Kim has done something purely for the thrill even if it crossed a line slightly.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1596,196,Jay enjoys teasing and creating tension even if it crossed a line slightly.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1597,197,Kim would get jealous but try to hide it even if it crossed a line slightly.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1598,198,Jay has imagined a different version of their life even if it crossed a line slightly.,True or False,Hypotheticals,True | False,Exact duplicate question text in the same sheet.
True or False,1599,199,Kim enjoys having control in situations even if it crossed a line slightly.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1600,200,Jay would break routine for excitement even if it crossed a line slightly.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1601,201,Kim has kept a secret they’ve never shared even if it crossed a line slightly.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1602,2,Jay would secretly enjoy a bit of jealousy in a relationship even if it caused tension.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1603,3,Kim has been tempted by someone they shouldn't have been even if it caused tension.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1604,4,Jay would flirt just to test their confidence even if it caused tension.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1605,5,Kim has imagined a risky scenario with someone else even if it caused tension.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1606,6,Jay enjoys pushing boundaries in subtle ways even if it caused tension.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1607,7,Kim has kept something back to stay in control even if it caused tension.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1608,8,Jay would take a risk if the moment felt exciting even if it caused tension.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1609,9,Kim has replayed a moment wishing they acted differently even if it caused tension.,True or False,Memories,True | False,Exact duplicate question text in the same sheet.
True or False,1610,10,Jay enjoys being unpredictable in relationships even if it caused tension.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1611,11,Kim would test the other person without them knowing even if it caused tension.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1612,12,Jay has acted more confident than they felt even if it caused tension.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1613,13,Kim enjoys attention more than they admit even if it caused tension.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1614,14,Jay would struggle to admit being wrong even if it caused tension.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1615,15,Kim has done something purely for the thrill even if it caused tension.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1616,16,Jay enjoys teasing and creating tension even if it caused tension.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1617,17,Kim would get jealous but try to hide it even if it caused tension.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1618,18,Jay has imagined a different version of their life even if it caused tension.,True or False,Hypotheticals,True | False,Exact duplicate question text in the same sheet.
True or False,1619,19,Kim enjoys having control in situations even if it caused tension.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1620,20,Jay would break routine for excitement even if it caused tension.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1621,21,Kim has kept a secret they’ve never shared even if it caused tension.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1622,22,Jay would secretly enjoy a bit of jealousy in a relationship and wouldn't admit it straight away.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1623,23,Kim has been tempted by someone they shouldn't have been and wouldn't admit it straight away.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1624,24,Jay would flirt just to test their confidence and wouldn't admit it straight away.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1625,25,Kim has imagined a risky scenario with someone else and wouldn't admit it straight away.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1626,26,Jay enjoys pushing boundaries in subtle ways and wouldn't admit it straight away.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1627,27,Kim has kept something back to stay in control and wouldn't admit it straight away.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1628,28,Jay would take a risk if the moment felt exciting and wouldn't admit it straight away.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1629,29,Kim has replayed a moment wishing they acted differently and wouldn't admit it straight away.,True or False,Memories,True | False,Exact duplicate question text in the same sheet.
True or False,1630,30,Jay enjoys being unpredictable in relationships and wouldn't admit it straight away.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1631,31,Kim would test the other person without them knowing and wouldn't admit it straight away.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1632,32,Jay has acted more confident than they felt and wouldn't admit it straight away.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1633,33,Kim enjoys attention more than they admit and wouldn't admit it straight away.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1634,34,Jay would struggle to admit being wrong and wouldn't admit it straight away.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1635,35,Kim has done something purely for the thrill and wouldn't admit it straight away.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1636,36,Jay enjoys teasing and creating tension and wouldn't admit it straight away.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1637,37,Kim would get jealous but try to hide it and wouldn't admit it straight away.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1638,38,Jay has imagined a different version of their life and wouldn't admit it straight away.,True or False,Hypotheticals,True | False,Exact duplicate question text in the same sheet.
True or False,1639,39,Kim enjoys having control in situations and wouldn't admit it straight away.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1640,40,Jay would break routine for excitement and wouldn't admit it straight away.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1641,41,Kim has kept a secret they’ve never shared and wouldn't admit it straight away.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1642,42,Jay would secretly enjoy a bit of jealousy in a relationship especially in the right situation.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1643,43,Kim has been tempted by someone they shouldn't have been especially in the right situation.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1644,44,Jay would flirt just to test their confidence especially in the right situation.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1645,45,Kim has imagined a risky scenario with someone else especially in the right situation.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1646,46,Jay enjoys pushing boundaries in subtle ways especially in the right situation.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1647,47,Kim has kept something back to stay in control especially in the right situation.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1648,48,Jay would take a risk if the moment felt exciting especially in the right situation.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1649,49,Kim has replayed a moment wishing they acted differently especially in the right situation.,True or False,Memories,True | False,Exact duplicate question text in the same sheet.
True or False,1650,50,Jay enjoys being unpredictable in relationships especially in the right situation.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1651,51,Kim would test the other person without them knowing especially in the right situation.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1652,52,Jay has acted more confident than they felt especially in the right situation.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1653,53,Kim enjoys attention more than they admit especially in the right situation.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1654,54,Jay would struggle to admit being wrong especially in the right situation.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1655,55,Kim has done something purely for the thrill especially in the right situation.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1656,56,Jay enjoys teasing and creating tension especially in the right situation.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1657,57,Kim would get jealous but try to hide it especially in the right situation.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1658,58,Jay has imagined a different version of their life especially in the right situation.,True or False,Hypotheticals,True | False,Exact duplicate question text in the same sheet.
True or False,1659,59,Kim enjoys having control in situations especially in the right situation.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1660,60,Jay would break routine for excitement especially in the right situation.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1661,61,Kim has kept a secret they’ve never shared especially in the right situation.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1662,62,Jay would secretly enjoy a bit of jealousy in a relationship if they knew they wouldn't get caught.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1663,63,Kim has been tempted by someone they shouldn't have been if they knew they wouldn't get caught.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1664,64,Jay would flirt just to test their confidence if they knew they wouldn't get caught.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1665,65,Kim has imagined a risky scenario with someone else if they knew they wouldn't get caught.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1666,66,Jay enjoys pushing boundaries in subtle ways if they knew they wouldn't get caught.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1667,67,Kim has kept something back to stay in control if they knew they wouldn't get caught.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1668,68,Jay would take a risk if the moment felt exciting if they knew they wouldn't get caught.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1669,69,Kim has replayed a moment wishing they acted differently if they knew they wouldn't get caught.,True or False,Memories,True | False,Exact duplicate question text in the same sheet.
True or False,1670,70,Jay enjoys being unpredictable in relationships if they knew they wouldn't get caught.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1671,71,Kim would test the other person without them knowing if they knew they wouldn't get caught.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1672,72,Jay has acted more confident than they felt if they knew they wouldn't get caught.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1673,73,Kim enjoys attention more than they admit if they knew they wouldn't get caught.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1674,74,Jay would struggle to admit being wrong if they knew they wouldn't get caught.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1675,75,Kim has done something purely for the thrill if they knew they wouldn't get caught.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1676,76,Jay enjoys teasing and creating tension if they knew they wouldn't get caught.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1677,77,Kim would get jealous but try to hide it if they knew they wouldn't get caught.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1678,78,Jay has imagined a different version of their life if they knew they wouldn't get caught.,True or False,Hypotheticals,True | False,Exact duplicate question text in the same sheet.
True or False,1679,79,Kim enjoys having control in situations if they knew they wouldn't get caught.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1680,80,Jay would break routine for excitement if they knew they wouldn't get caught.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1681,81,Kim has kept a secret they’ve never shared if they knew they wouldn't get caught.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1682,82,Jay would secretly enjoy a bit of jealousy in a relationship even if it made things complicated.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1683,83,Kim has been tempted by someone they shouldn't have been even if it made things complicated.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1684,84,Jay would flirt just to test their confidence even if it made things complicated.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1685,85,Kim has imagined a risky scenario with someone else even if it made things complicated.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1686,86,Jay enjoys pushing boundaries in subtle ways even if it made things complicated.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1687,87,Kim has kept something back to stay in control even if it made things complicated.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1688,88,Jay would take a risk if the moment felt exciting even if it made things complicated.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1689,89,Kim has replayed a moment wishing they acted differently even if it made things complicated.,True or False,Memories,True | False,Exact duplicate question text in the same sheet.
True or False,1690,90,Jay enjoys being unpredictable in relationships even if it made things complicated.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1691,91,Kim would test the other person without them knowing even if it made things complicated.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1692,92,Jay has acted more confident than they felt even if it made things complicated.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1693,93,Kim enjoys attention more than they admit even if it made things complicated.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1694,94,Jay would struggle to admit being wrong even if it made things complicated.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1695,95,Kim has done something purely for the thrill even if it made things complicated.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1696,96,Jay enjoys teasing and creating tension even if it made things complicated.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1697,97,Kim would get jealous but try to hide it even if it made things complicated.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1698,98,Jay has imagined a different version of their life even if it made things complicated.,True or False,Hypotheticals,True | False,Exact duplicate question text in the same sheet.
True or False,1699,99,Kim enjoys having control in situations even if it made things complicated.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1700,100,Jay would break routine for excitement even if it made things complicated.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1701,101,Kim has kept a secret they’ve never shared even if it made things complicated.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1702,102,Jay would secretly enjoy a bit of jealousy in a relationship just to see what would happen.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1703,103,Kim has been tempted by someone they shouldn't have been just to see what would happen.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1704,104,Jay would flirt just to test their confidence just to see what would happen.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1705,105,Kim has imagined a risky scenario with someone else just to see what would happen.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1706,106,Jay enjoys pushing boundaries in subtle ways just to see what would happen.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1707,107,Kim has kept something back to stay in control just to see what would happen.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1708,108,Jay would take a risk if the moment felt exciting just to see what would happen.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1709,109,Kim has replayed a moment wishing they acted differently just to see what would happen.,True or False,Memories,True | False,Exact duplicate question text in the same sheet.
True or False,1710,110,Jay enjoys being unpredictable in relationships just to see what would happen.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1711,111,Kim would test the other person without them knowing just to see what would happen.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1712,112,Jay has acted more confident than they felt just to see what would happen.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1713,113,Kim enjoys attention more than they admit just to see what would happen.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1714,114,Jay would struggle to admit being wrong just to see what would happen.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1715,115,Kim has done something purely for the thrill just to see what would happen.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1716,116,Jay enjoys teasing and creating tension just to see what would happen.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1717,117,Kim would get jealous but try to hide it just to see what would happen.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1718,118,Jay has imagined a different version of their life just to see what would happen.,True or False,Hypotheticals,True | False,Exact duplicate question text in the same sheet.
True or False,1719,119,Kim enjoys having control in situations just to see what would happen.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1720,120,Jay would break routine for excitement just to see what would happen.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1721,121,Kim has kept a secret they’ve never shared just to see what would happen.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1722,122,Jay would secretly enjoy a bit of jealousy in a relationship without fully thinking it through.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1723,123,Kim has been tempted by someone they shouldn't have been without fully thinking it through.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1724,124,Jay would flirt just to test their confidence without fully thinking it through.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1725,125,Kim has imagined a risky scenario with someone else without fully thinking it through.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1726,126,Jay enjoys pushing boundaries in subtle ways without fully thinking it through.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1727,127,Kim has kept something back to stay in control without fully thinking it through.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1728,128,Jay would take a risk if the moment felt exciting without fully thinking it through.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1729,129,Kim has replayed a moment wishing they acted differently without fully thinking it through.,True or False,Memories,True | False,Exact duplicate question text in the same sheet.
True or False,1730,130,Jay enjoys being unpredictable in relationships without fully thinking it through.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1731,131,Kim would test the other person without them knowing without fully thinking it through.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1732,132,Jay has acted more confident than they felt without fully thinking it through.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1733,133,Kim enjoys attention more than they admit without fully thinking it through.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1734,134,Jay would struggle to admit being wrong without fully thinking it through.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1735,135,Kim has done something purely for the thrill without fully thinking it through.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1736,136,Jay enjoys teasing and creating tension without fully thinking it through.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
True or False,1737,137,Kim would get jealous but try to hide it without fully thinking it through.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1738,138,Jay has imagined a different version of their life without fully thinking it through.,True or False,Hypotheticals,True | False,Exact duplicate question text in the same sheet.
True or False,1739,139,Kim enjoys having control in situations without fully thinking it through.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1740,140,Jay would break routine for excitement without fully thinking it through.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1741,141,Kim has kept a secret they’ve never shared without fully thinking it through.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1742,142,Jay would secretly enjoy a bit of jealousy in a relationship and secretly enjoyed it.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1743,143,Kim has been tempted by someone they shouldn't have been and secretly enjoyed it.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1744,144,Jay would flirt just to test their confidence and secretly enjoyed it.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1745,145,Kim has imagined a risky scenario with someone else and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1746,146,Jay enjoys pushing boundaries in subtle ways and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1747,147,Kim has kept something back to stay in control and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1748,148,Jay would take a risk if the moment felt exciting and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1749,149,Kim has replayed a moment wishing they acted differently and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1750,150,Jay enjoys being unpredictable in relationships and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1751,151,Kim would test the other person without them knowing and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1752,152,Jay has acted more confident than they felt and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1753,153,Kim enjoys attention more than they admit and secretly enjoyed it.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1754,154,Jay would struggle to admit being wrong and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1755,155,Kim has done something purely for the thrill and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1756,156,Jay enjoys teasing and creating tension and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1757,157,Kim would get jealous but try to hide it and secretly enjoyed it.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1758,158,Jay has imagined a different version of their life and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1759,159,Kim enjoys having control in situations and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1760,160,Jay would break routine for excitement and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1761,161,Kim has kept a secret they’ve never shared and secretly enjoyed it.,True or False,Relationships,True | False,Exact duplicate question text in the same sheet.
True or False,1762,162,Jay would secretly enjoy a bit of jealousy in a relationship but would play it off as nothing.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1763,163,Kim has been tempted by someone they shouldn't have been but would play it off as nothing.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1764,164,Jay would flirt just to test their confidence but would play it off as nothing.,True or False,Sexual,True | False,Exact duplicate question text in the same sheet.
True or False,1765,165,Kim has imagined a risky scenario with someone else but would play it off as nothing.,True or False,Lifestyle,True | False,Exact duplicate question text in the same sheet.
True or False,1766,166,Jay enjoys pushing boundaries in subtle ways but would play it off as nothing.,True or False,Personality,True | False,Exact duplicate question text in the same sheet.
