Sheet,Game,Question,Category,Question Type,Options,Correct Answer,Active,Intensity,Tone,Relationship Area,Tags,Notes,Memory Lane Mode,Avoid If,Game Suitability,AI Use Case,Repeat Group,Default Answer Type,Answer Type,Unit Label,Scoring Divisor,Rounding Mode,Round Penalty Value,Fixed Penalty,Scoring Mode,Scoring Outcome Type,Source Label,Added By,Original Sheet,Original Question Type
Memory Lane,Memory Lane,How old were you when you first felt properly independent that made you grow up a bit?,Milestones,Numeric,,,TRUE,2,thoughtful,Milestones,milestone;age;that-made-you-grow-up-a-bit,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-milestones-12-13,number,number,years old,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,How old were you when you first felt properly independent that you wish you had a photo of?,Milestones,Numeric,,,TRUE,2,thoughtful,Milestones,milestone;age;that-you-wish-you-had-a-photo-of,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-milestones-12-14,number,number,years old,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What song instantly drops you back into a specific memory from before you met?,Songs / Places / Food,Favourite,,,TRUE,2,nostalgic,Songs / Places / Food,song;nostalgia;from-before-you-met,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-songs-places-food-13-0,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What song instantly drops you back into a specific memory from the early days of Jay and Kim?,Songs / Places / Food,Favourite,,,TRUE,2,nostalgic,Songs / Places / Food,song;nostalgia;from-the-early-days-of-jay-and-kim,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-songs-places-food-13-1,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What song instantly drops you back into a specific memory that you have never fully explained?,Songs / Places / Food,Favourite,,,TRUE,2,nostalgic,Songs / Places / Food,song;nostalgia;that-you-have-never-fully-explained,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-songs-places-food-13-2,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What song instantly drops you back into a specific memory that would make the other person understand you better?,Songs / Places / Food,Favourite,,,TRUE,2,nostalgic,Songs / Places / Food,song;nostalgia;that-would-make-the-other-person-understand-you-better,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-songs-places-food-13-3,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What song instantly drops you back into a specific memory that feels funnier now than it did then?,Songs / Places / Food,Favourite,,,TRUE,2,nostalgic,Songs / Places / Food,song;nostalgia;that-feels-funnier-now-than-it-did-then,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-songs-places-food-13-4,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What song instantly drops you back into a specific memory that still feels a bit tender?,Songs / Places / Food,Favourite,,,TRUE,2,nostalgic,Songs / Places / Food,song;nostalgia;that-still-feels-a-bit-tender,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-songs-places-food-13-5,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What song instantly drops you back into a specific memory that you would put in a private diary chapter?,Songs / Places / Food,Favourite,,,TRUE,2,nostalgic,Songs / Places / Food,song;nostalgia;that-you-would-put-in-a-private-diary-chapter,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-songs-places-food-13-6,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,"What song instantly drops you back into a specific memory that involved a place, song, food, or smell?",Songs / Places / Food,Favourite,,,TRUE,2,nostalgic,Songs / Places / Food,song;nostalgia;that-involved-a-place-song-food-or-smell,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-songs-places-food-13-7,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What song instantly drops you back into a specific memory that changed how you see yourself?,Songs / Places / Food,Favourite,,,TRUE,2,nostalgic,Songs / Places / Food,song;nostalgia;that-changed-how-you-see-yourself,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-songs-places-food-13-8,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What song instantly drops you back into a specific memory that you would only tell someone you really trust?,Songs / Places / Food,Favourite,,,TRUE,2,nostalgic,Songs / Places / Food,song;nostalgia;that-you-would-only-tell-someone-you-really-trust,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-songs-places-food-13-9,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What song instantly drops you back into a specific memory that was slightly naughty but still sweet?,Songs / Places / Food,Favourite,,,TRUE,2,nostalgic,Songs / Places / Food,song;nostalgia;that-was-slightly-naughty-but-still-sweet,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-songs-places-food-13-10,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What song instantly drops you back into a specific memory that deserves to be remembered properly?,Songs / Places / Food,Favourite,,,TRUE,2,nostalgic,Songs / Places / Food,song;nostalgia;that-deserves-to-be-remembered-properly,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-songs-places-food-13-11,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What song instantly drops you back into a specific memory that made you feel chosen?,Songs / Places / Food,Favourite,,,TRUE,2,nostalgic,Songs / Places / Food,song;nostalgia;that-made-you-feel-chosen,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-songs-places-food-13-12,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What song instantly drops you back into a specific memory that made you grow up a bit?,Songs / Places / Food,Favourite,,,TRUE,2,nostalgic,Songs / Places / Food,song;nostalgia;that-made-you-grow-up-a-bit,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-songs-places-food-13-13,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What song instantly drops you back into a specific memory that you wish you had a photo of?,Songs / Places / Food,Favourite,,,TRUE,2,nostalgic,Songs / Places / Food,song;nostalgia;that-you-wish-you-had-a-photo-of,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-songs-places-food-13-14,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which detail do you usually remember best from before you met?,Forgotten Details,Multiple Choice,Exact words | Faces | Feelings | Places,,TRUE,2,curious,Forgotten Details,memory-style;details;from-before-you-met,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-forgotten-details-14-0,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which detail do you usually remember best from the early days of Jay and Kim?,Forgotten Details,Multiple Choice,Exact words | Faces | Feelings | Places,,TRUE,2,curious,Forgotten Details,memory-style;details;from-the-early-days-of-jay-and-kim,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-forgotten-details-14-1,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which detail do you usually remember best that you have never fully explained?,Forgotten Details,Multiple Choice,Exact words | Faces | Feelings | Places,,TRUE,2,curious,Forgotten Details,memory-style;details;that-you-have-never-fully-explained,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-forgotten-details-14-2,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which detail do you usually remember best that would make the other person understand you better?,Forgotten Details,Multiple Choice,Exact words | Faces | Feelings | Places,,TRUE,2,curious,Forgotten Details,memory-style;details;that-would-make-the-other-person-understand-you-better,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-forgotten-details-14-3,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which detail do you usually remember best that feels funnier now than it did then?,Forgotten Details,Multiple Choice,Exact words | Faces | Feelings | Places,,TRUE,2,curious,Forgotten Details,memory-style;details;that-feels-funnier-now-than-it-did-then,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-forgotten-details-14-4,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which detail do you usually remember best that still feels a bit tender?,Forgotten Details,Multiple Choice,Exact words | Faces | Feelings | Places,,TRUE,2,curious,Forgotten Details,memory-style;details;that-still-feels-a-bit-tender,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-forgotten-details-14-5,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which detail do you usually remember best that you would put in a private diary chapter?,Forgotten Details,Multiple Choice,Exact words | Faces | Feelings | Places,,TRUE,2,curious,Forgotten Details,memory-style;details;that-you-would-put-in-a-private-diary-chapter,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-forgotten-details-14-6,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,"Which detail do you usually remember best that involved a place, song, food, or smell?",Forgotten Details,Multiple Choice,Exact words | Faces | Feelings | Places,,TRUE,2,curious,Forgotten Details,memory-style;details;that-involved-a-place-song-food-or-smell,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-forgotten-details-14-7,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which detail do you usually remember best that changed how you see yourself?,Forgotten Details,Multiple Choice,Exact words | Faces | Feelings | Places,,TRUE,2,curious,Forgotten Details,memory-style;details;that-changed-how-you-see-yourself,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-forgotten-details-14-8,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which detail do you usually remember best that you would only tell someone you really trust?,Forgotten Details,Multiple Choice,Exact words | Faces | Feelings | Places,,TRUE,2,curious,Forgotten Details,memory-style;details;that-you-would-only-tell-someone-you-really-trust,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-forgotten-details-14-9,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which detail do you usually remember best that was slightly naughty but still sweet?,Forgotten Details,Multiple Choice,Exact words | Faces | Feelings | Places,,TRUE,2,curious,Forgotten Details,memory-style;details;that-was-slightly-naughty-but-still-sweet,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-forgotten-details-14-10,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which detail do you usually remember best that deserves to be remembered properly?,Forgotten Details,Multiple Choice,Exact words | Faces | Feelings | Places,,TRUE,2,curious,Forgotten Details,memory-style;details;that-deserves-to-be-remembered-properly,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-forgotten-details-14-11,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which detail do you usually remember best that made you feel chosen?,Forgotten Details,Multiple Choice,Exact words | Faces | Feelings | Places,,TRUE,2,curious,Forgotten Details,memory-style;details;that-made-you-feel-chosen,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-forgotten-details-14-12,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which detail do you usually remember best that made you grow up a bit?,Forgotten Details,Multiple Choice,Exact words | Faces | Feelings | Places,,TRUE,2,curious,Forgotten Details,memory-style;details;that-made-you-grow-up-a-bit,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-forgotten-details-14-13,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Which detail do you usually remember best that you wish you had a photo of?,Forgotten Details,Multiple Choice,Exact words | Faces | Feelings | Places,,TRUE,2,curious,Forgotten Details,memory-style;details;that-you-wish-you-had-a-photo-of,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-forgotten-details-14-14,multipleChoice,multipleChoice,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What flirty or naughty moment between you still makes you grin from before you met?,Sex & Intimacy Memories,Text Answer,,,TRUE,4,naughty-playful,Sex & Intimacy Memories,naughty;relationship;private;from-before-you-met,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,Skip if either player wants a non-spicy session,Memory Lane,memory prompt;diary insight;relationship history,memory-sex-intimacy-memories-15-0,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What flirty or naughty moment between you still makes you grin from the early days of Jay and Kim?,Sex & Intimacy Memories,Text Answer,,,TRUE,4,naughty-playful,Sex & Intimacy Memories,naughty;relationship;private;from-the-early-days-of-jay-and-kim,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,Skip if either player wants a non-spicy session,Memory Lane,memory prompt;diary insight;relationship history,memory-sex-intimacy-memories-15-1,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What flirty or naughty moment between you still makes you grin that you have never fully explained?,Sex & Intimacy Memories,Text Answer,,,TRUE,4,naughty-playful,Sex & Intimacy Memories,naughty;relationship;private;that-you-have-never-fully-explained,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,Skip if either player wants a non-spicy session,Memory Lane,memory prompt;diary insight;relationship history,memory-sex-intimacy-memories-15-2,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What flirty or naughty moment between you still makes you grin that would make the other person understand you better?,Sex & Intimacy Memories,Text Answer,,,TRUE,4,naughty-playful,Sex & Intimacy Memories,naughty;relationship;private;that-would-make-the-other-person-understand-you-better,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,Skip if either player wants a non-spicy session,Memory Lane,memory prompt;diary insight;relationship history,memory-sex-intimacy-memories-15-3,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What flirty or naughty moment between you still makes you grin that feels funnier now than it did then?,Sex & Intimacy Memories,Text Answer,,,TRUE,4,naughty-playful,Sex & Intimacy Memories,naughty;relationship;private;that-feels-funnier-now-than-it-did-then,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,Skip if either player wants a non-spicy session,Memory Lane,memory prompt;diary insight;relationship history,memory-sex-intimacy-memories-15-4,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What flirty or naughty moment between you still makes you grin that still feels a bit tender?,Sex & Intimacy Memories,Text Answer,,,TRUE,4,naughty-playful,Sex & Intimacy Memories,naughty;relationship;private;that-still-feels-a-bit-tender,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,Skip if either player wants a non-spicy session,Memory Lane,memory prompt;diary insight;relationship history,memory-sex-intimacy-memories-15-5,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What flirty or naughty moment between you still makes you grin that you would put in a private diary chapter?,Sex & Intimacy Memories,Text Answer,,,TRUE,4,naughty-playful,Sex & Intimacy Memories,naughty;relationship;private;that-you-would-put-in-a-private-diary-chapter,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,Skip if either player wants a non-spicy session,Memory Lane,memory prompt;diary insight;relationship history,memory-sex-intimacy-memories-15-6,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,"What flirty or naughty moment between you still makes you grin that involved a place, song, food, or smell?",Sex & Intimacy Memories,Text Answer,,,TRUE,4,naughty-playful,Sex & Intimacy Memories,naughty;relationship;private;that-involved-a-place-song-food-or-smell,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,Skip if either player wants a non-spicy session,Memory Lane,memory prompt;diary insight;relationship history,memory-sex-intimacy-memories-15-7,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What flirty or naughty moment between you still makes you grin that changed how you see yourself?,Sex & Intimacy Memories,Text Answer,,,TRUE,4,naughty-playful,Sex & Intimacy Memories,naughty;relationship;private;that-changed-how-you-see-yourself,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,Skip if either player wants a non-spicy session,Memory Lane,memory prompt;diary insight;relationship history,memory-sex-intimacy-memories-15-8,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What flirty or naughty moment between you still makes you grin that you would only tell someone you really trust?,Sex & Intimacy Memories,Text Answer,,,TRUE,4,naughty-playful,Sex & Intimacy Memories,naughty;relationship;private;that-you-would-only-tell-someone-you-really-trust,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,Skip if either player wants a non-spicy session,Memory Lane,memory prompt;diary insight;relationship history,memory-sex-intimacy-memories-15-9,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What flirty or naughty moment between you still makes you grin that was slightly naughty but still sweet?,Sex & Intimacy Memories,Text Answer,,,TRUE,4,naughty-playful,Sex & Intimacy Memories,naughty;relationship;private;that-was-slightly-naughty-but-still-sweet,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,Skip if either player wants a non-spicy session,Memory Lane,memory prompt;diary insight;relationship history,memory-sex-intimacy-memories-15-10,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What flirty or naughty moment between you still makes you grin that deserves to be remembered properly?,Sex & Intimacy Memories,Text Answer,,,TRUE,4,naughty-playful,Sex & Intimacy Memories,naughty;relationship;private;that-deserves-to-be-remembered-properly,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,Skip if either player wants a non-spicy session,Memory Lane,memory prompt;diary insight;relationship history,memory-sex-intimacy-memories-15-11,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What flirty or naughty moment between you still makes you grin that made you feel chosen?,Sex & Intimacy Memories,Text Answer,,,TRUE,4,naughty-playful,Sex & Intimacy Memories,naughty;relationship;private;that-made-you-feel-chosen,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,Skip if either player wants a non-spicy session,Memory Lane,memory prompt;diary insight;relationship history,memory-sex-intimacy-memories-15-12,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What flirty or naughty moment between you still makes you grin that made you grow up a bit?,Sex & Intimacy Memories,Text Answer,,,TRUE,4,naughty-playful,Sex & Intimacy Memories,naughty;relationship;private;that-made-you-grow-up-a-bit,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,Skip if either player wants a non-spicy session,Memory Lane,memory prompt;diary insight;relationship history,memory-sex-intimacy-memories-15-13,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,What flirty or naughty moment between you still makes you grin that you wish you had a photo of?,Sex & Intimacy Memories,Text Answer,,,TRUE,4,naughty-playful,Sex & Intimacy Memories,naughty;relationship;private;that-you-wish-you-had-a-photo-of,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,Skip if either player wants a non-spicy session,Memory Lane,memory prompt;diary insight;relationship history,memory-sex-intimacy-memories-15-14,text,text,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Rate how strongly you remember the first time the chemistry felt obvious from before you met?,Us / Relationship Memories,Rating,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10,,TRUE,4,romantic,Us / Relationship Memories,chemistry;relationship;from-before-you-met,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-us-relationship-memories-16-0,number,number,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Rate how strongly you remember the first time the chemistry felt obvious from the early days of Jay and Kim?,Us / Relationship Memories,Rating,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10,,TRUE,4,romantic,Us / Relationship Memories,chemistry;relationship;from-the-early-days-of-jay-and-kim,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-us-relationship-memories-16-1,number,number,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Rate how strongly you remember the first time the chemistry felt obvious that you have never fully explained?,Us / Relationship Memories,Rating,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10,,TRUE,4,romantic,Us / Relationship Memories,chemistry;relationship;that-you-have-never-fully-explained,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-us-relationship-memories-16-2,number,number,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Rate how strongly you remember the first time the chemistry felt obvious that would make the other person understand you better?,Us / Relationship Memories,Rating,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10,,TRUE,4,romantic,Us / Relationship Memories,chemistry;relationship;that-would-make-the-other-person-understand-you-better,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-us-relationship-memories-16-3,number,number,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Rate how strongly you remember the first time the chemistry felt obvious that feels funnier now than it did then?,Us / Relationship Memories,Rating,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10,,TRUE,4,romantic,Us / Relationship Memories,chemistry;relationship;that-feels-funnier-now-than-it-did-then,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-us-relationship-memories-16-4,number,number,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Rate how strongly you remember the first time the chemistry felt obvious that still feels a bit tender?,Us / Relationship Memories,Rating,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10,,TRUE,4,romantic,Us / Relationship Memories,chemistry;relationship;that-still-feels-a-bit-tender,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-us-relationship-memories-16-5,number,number,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Rate how strongly you remember the first time the chemistry felt obvious that you would put in a private diary chapter?,Us / Relationship Memories,Rating,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10,,TRUE,4,romantic,Us / Relationship Memories,chemistry;relationship;that-you-would-put-in-a-private-diary-chapter,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-us-relationship-memories-16-6,number,number,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,"Rate how strongly you remember the first time the chemistry felt obvious that involved a place, song, food, or smell?",Us / Relationship Memories,Rating,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10,,TRUE,4,romantic,Us / Relationship Memories,chemistry;relationship;that-involved-a-place-song-food-or-smell,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-us-relationship-memories-16-7,number,number,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
Memory Lane,Memory Lane,Rate how strongly you remember the first time the chemistry felt obvious that changed how you see yourself?,Us / Relationship Memories,Rating,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10,,TRUE,4,romantic,Us / Relationship Memories,chemistry;relationship;that-changed-how-you-see-yourself,Sheet prompt for Memory Lane. The app also generates separate past-answer recall rounds automatically.,,,Memory Lane,memory prompt;diary insight;relationship history,memory-us-relationship-memories-16-8,number,number,,1,nearest,5,5,manual,memory,Memory Lane Draft May 2026,Codex,,
