question,category,roundType,defaultAnswerType,answerType,multipleChoiceOptions,correctAnswer,tags,intensity,tone,relationshipArea,avoidIf,gameSuitability,aiUseCase,repeatGroup,unitLabel,scoringDivisor,roundingMode,roundPenaltyValue,fixedPenalty,scoringMode,scoringOutcomeType,notes,sourceLabel,addedBy,active
Someone you are dating turns a vulnerable moment into a joke too quickly but only when they think it will make you laugh,Serious / Deep,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,serious-deep;judgement;relationship,4,deep,Serious / Deep,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-2-twist-0,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner remembers the hard anniversary without needing a reminder without mentioning it until later",Serious / Deep,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,serious-deep;judgement;relationship,4,deep,Serious / Deep,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-3-twist-1,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner admits they are scared of needing you too much and checks afterwards whether it landed well",Serious / Deep,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,serious-deep;judgement;relationship,5,deep,Serious / Deep,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-4-twist-2,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner listens without trying to fix everything immediately in front of friends",Serious / Deep,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,serious-deep;judgement;relationship,4,deep,Serious / Deep,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-serious-deep-5-twist-3,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Variation adds context so it does not feel like a duplicate.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner plans a surprise date but keeps every detail secret until you arrive but only when they think it will make you laugh before a night out,Dating & Romance,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,dating-romance;judgement;relationship,2,playful,Dating & Romance,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-0-extra-0,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating remembers a tiny romantic detail you mentioned once months ago without mentioning it until later before a night out,Dating & Romance,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,dating-romance;judgement;relationship,2,playful,Dating & Romance,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-1-extra-1,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner expects a big romantic gesture every time you have a disagreement and checks afterwards whether it landed well before a night out",Dating & Romance,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,dating-romance;judgement;relationship,2,playful,Dating & Romance,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-2-extra-2,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner turns a normal errand into a little date without making a fuss in front of friends before a night out",Dating & Romance,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,dating-romance;judgement;relationship,2,playful,Dating & Romance,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-3-extra-3,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner posts a flirty photo caption about you before asking if you are comfortable with it after you have already said you are tired before a night out",Dating & Romance,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,dating-romance;judgement;relationship,2,playful,Dating & Romance,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-4-extra-4,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner keeps a running note of date ideas you might both enjoy as a private joke between the two of you before a night out,Dating & Romance,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,dating-romance;judgement;relationship,2,playful,Dating & Romance,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-dating-romance-5-extra-5,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating says they need twenty minutes to cool down before a serious conversation because they think it proves they care before a night out,Communication,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,communication;judgement;relationship,2,playful,Communication,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-0-extra-6,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner uses sarcasm when they are embarrassed instead of saying what they feel then apologises properly when it feels off before a night out",Communication,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,communication;judgement;relationship,2,playful,Communication,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-1-extra-7,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner sends a long voice note instead of trying to argue by text but only when they think it will make you laugh before a night out",Communication,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,communication;judgement;relationship,2,playful,Communication,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-2-extra-8,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner checks whether you want advice or comfort before responding without mentioning it until later before a night out",Communication,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,communication;judgement;relationship,2,playful,Communication,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-3-extra-9,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner goes quiet and expects you to guess what is wrong and checks afterwards whether it landed well before a night out,Communication,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,communication;judgement;relationship,2,playful,Communication,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-4-extra-10,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating admits they were defensive after they have had time to think in front of friends before a night out,Communication,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,communication;judgement;relationship,2,playful,Communication,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-communication-5-extra-11,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner asks before sharing a private story about the two of you after you have already said you are tired before a night out",Boundaries,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,boundaries;judgement;relationship,4,playful,Boundaries,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-0-extra-12,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner expects to know your phone password because you are together as a private joke between the two of you before a night out",Boundaries,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,boundaries;judgement;relationship,4,playful,Boundaries,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-1-extra-13,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner respects a no even when they are clearly disappointed because they think it proves they care before a night out",Boundaries,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,boundaries;judgement;relationship,4,playful,Boundaries,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-2-extra-14,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner makes a joke about your boundary in front of friends then apologises properly when it feels off before a night out,Boundaries,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,boundaries;judgement;relationship,4,playful,Boundaries,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-3-extra-15,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating checks consent before trying something new in bed but only when they think it will make you laugh before a night out,Boundaries,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,boundaries;judgement;relationship,4,playful,Boundaries,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-4-extra-16,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner keeps pushing for an answer after you say you need time without mentioning it until later before a night out",Boundaries,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,boundaries;judgement;relationship,4,playful,Boundaries,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-boundaries-5-extra-17,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner gets protective when someone is clearly flirting with you and checks afterwards whether it landed well before a night out",Jealousy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,jealousy;judgement;relationship,2,playful,Jealousy,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-jealousy-0-extra-18,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner asks a calm question about someone from your past instead of snooping in front of friends before a night out",Jealousy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,jealousy;judgement;relationship,2,playful,Jealousy,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-jealousy-1-extra-19,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner makes a joke every time an ex is mentioned after you have already said you are tired before a night out,Jealousy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,jealousy;judgement;relationship,2,playful,Jealousy,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-jealousy-2-extra-20,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating wants reassurance after seeing a flirty comment online as a private joke between the two of you before a night out,Jealousy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,jealousy;judgement;relationship,2,playful,Jealousy,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-jealousy-3-extra-21,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner compares themselves to someone you used to date because they think it proves they care before a night out",Jealousy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,jealousy;judgement;relationship,2,playful,Jealousy,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-jealousy-4-extra-22,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner turns jealousy into playful flirting rather than an argument then apologises properly when it feels off before a night out",Jealousy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,jealousy;judgement;relationship,2,playful,Jealousy,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-jealousy-5-extra-23,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner likes an exs photo but never speaks to them privately but only when they think it will make you laugh before a night out",Social Media,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,social-media;judgement;relationship,2,playful,Social Media,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-social-media-0-extra-24,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner soft launches you online before you have agreed what to post without mentioning it until later before a night out,Social Media,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,social-media;judgement;relationship,2,playful,Social Media,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-social-media-1-extra-25,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating keeps your relationship mostly private but is affectionate in real life and checks afterwards whether it landed well before a night out,Social Media,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,social-media;judgement;relationship,2,playful,Social Media,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-social-media-2-extra-26,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner checks your stories to see who has viewed them in front of friends before a night out",Social Media,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,social-media;judgement;relationship,2,playful,Social Media,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-social-media-3-extra-27,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner sends you spicy memes during a family event after you have already said you are tired before a night out",Social Media,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,social-media;judgement;relationship,2,playful,Social Media,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-social-media-4-extra-28,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner posts a joke about your argument after you have made up as a private joke between the two of you before a night out",Social Media,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,social-media;judgement;relationship,2,playful,Social Media,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-social-media-5-extra-29,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner secretly saves for something you both want because they think it proves they care before a night out,Money,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,money;judgement;relationship,2,playful,Money,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-money-0-extra-30,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating expects every bill to be split exactly even no matter the situation then apologises properly when it feels off before a night out,Money,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,money;judgement;relationship,2,playful,Money,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-money-1-extra-31,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner buys an expensive gift as an apology instead of talking properly but only when they think it will make you laugh before a night out",Money,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,money;judgement;relationship,2,playful,Money,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-money-2-extra-32,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner is honest about money stress before it becomes a problem without mentioning it until later before a night out",Money,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,money;judgement;relationship,2,playful,Money,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-money-3-extra-33,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner jokes about your spending in front of other people and checks afterwards whether it landed well before a night out",Money,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,money;judgement;relationship,2,playful,Money,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-money-4-extra-34,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner plans a cheap date and makes it feel thoughtful in front of friends before a night out,Money,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,money;judgement;relationship,2,playful,Money,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-money-5-extra-35,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating defends you gently when family teasing goes too far after you have already said you are tired before a night out,Friends & Family,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,friends-family;judgement;relationship,2,playful,Friends & Family,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-friends-family-0-extra-36,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner tells their friends private details from your relationship as a private joke between the two of you before a night out",Friends & Family,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,friends-family;judgement;relationship,2,playful,Friends & Family,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-friends-family-1-extra-37,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner makes real effort with your family even when they are nervous because they think it proves they care before a night out",Friends & Family,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,friends-family;judgement;relationship,2,playful,Friends & Family,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-friends-family-2-extra-38,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner gets annoyed when you want separate time with friends then apologises properly when it feels off before a night out",Friends & Family,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,friends-family;judgement;relationship,2,playful,Friends & Family,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-friends-family-3-extra-39,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner checks in after a family event that felt tense but only when they think it will make you laugh before a night out,Friends & Family,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,friends-family;judgement;relationship,2,playful,Friends & Family,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-friends-family-4-extra-40,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating expects you to take their side before hearing the full story without mentioning it until later before a night out,Friends & Family,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,friends-family;judgement;relationship,2,playful,Friends & Family,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-friends-family-5-extra-41,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner tells you about an awkward message before you discover it and checks afterwards whether it landed well before a night out",Trust,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,trust;judgement;relationship,2,playful,Trust,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-trust-0-extra-42,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner deletes messages because they think it will avoid drama in front of friends before a night out",Trust,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,trust;judgement;relationship,2,playful,Trust,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-trust-1-extra-43,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner admits a small mistake before it becomes a bigger secret after you have already said you are tired before a night out",Trust,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,trust;judgement;relationship,2,playful,Trust,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-trust-2-extra-44,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner asks to look through your phone after a bad dream as a private joke between the two of you before a night out,Trust,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,trust;judgement;relationship,2,playful,Trust,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-trust-3-extra-45,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating keeps a private note of gift ideas and personal details because they think it proves they care before a night out,Trust,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,trust;judgement;relationship,2,playful,Trust,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-trust-4-extra-46,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner says they trust you but keeps testing you anyway then apologises properly when it feels off before a night out",Trust,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,trust;judgement;relationship,2,playful,Trust,,Red Flag Green Flag,relationship judgement;diary insight,red-flag-trust-5-extra-47,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"After a stressful week, your partner sends a risky text while you are both meant to be concentrating but only when they think it will make you laugh before a night out",Sex & Intimacy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,sex-intimacy;judgement;naughty,3,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Red Flag Green Flag,relationship judgement;diary insight,red-flag-sex-intimacy-0-extra-48,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"During a playful night together, your partner asks what kind of teasing is actually fun for you without mentioning it until later before a night out",Sex & Intimacy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,sex-intimacy;judgement;naughty,3,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Red Flag Green Flag,relationship judgement;diary insight,red-flag-sex-intimacy-1-extra-49,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Your partner buys something naughty for you both without checking first and checks afterwards whether it landed well before a night out,Sex & Intimacy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,sex-intimacy;judgement;naughty,3,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Red Flag Green Flag,relationship judgement;diary insight,red-flag-sex-intimacy-2-extra-50,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
Someone you are dating remembers aftercare without being asked in front of friends before a night out,Sex & Intimacy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,sex-intimacy;judgement;naughty,3,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Red Flag Green Flag,relationship judgement;diary insight,red-flag-sex-intimacy-3-extra-51,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
"In a long-term relationship, your partner makes a private joke in public that only you two understand after you have already said you are tired before a night out",Sex & Intimacy,multipleChoice,multipleChoice,multipleChoice,Green Flag|Red Flag|Depends,,sex-intimacy;judgement;naughty,3,naughty-playful,Sex & Intimacy,Skip if either player wants a non-spicy session,Red Flag Green Flag,relationship judgement;diary insight,red-flag-sex-intimacy-4-extra-52,,1,nearest,10,10,automatic,choice-match,"Players judge the scenario as Green Flag, Red Flag, or Depends, then guess each other. Extra variation for larger import batches.",Red Flag Green Flag Draft May 2026,Codex,TRUE
